상품명,쇼핑몰 상품 ID,네이버쇼핑 상품 ID,광고 계정 이름,광고 계정 ID,결과,결과 유형,결과당 비용,결과당 비용 유형,총비용,노출수,평균 CPM,클릭수,평균 CPC,클릭률(%),총 전환율(%),총 광고수익률(%)
소화전 분전함 앞 자재 적치금지 스티커 축광 타입 소방 안전 바닥 표시,13397040841,90941551177,hana1644,1872088,0,전환,0,전환당,0,9,0,0,0,0.00,0.00,0.00
차량 2부제 차단기 걸이용 안내표지 출입통제 운행제한 안내,13365178964,90909689296,hana1644,1872088,0,전환,0,전환당,0,21,0,0,0,0.00,0.00,0.00
2부제 A형 입간판 노랑 블랙 포맥스 요일제 교체용 덧방용 패널 차량요일제,13347714587,90892224919,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
2부제 차량 요일제 스텐입간판 라운드 운행제한 교통 주차,13347694263,90892204595,hana1644,1872088,0,전환,0,전환당,0,36,0,0,0,0.00,0.00,0.00
2부제 차량 요일제 스텐입간판 사각 운행제한 교통 주차,13347645296,90892155628,hana1644,1872088,0,전환,0,전환당,0,36,0,0,0,0.00,0.00,0.00
2부제 차량 요일제 안내판 주차장 공공기관 차량제한 안내,13347618659,90892128991,hana1644,1872088,0,전환,0,전환당,0,6,0,0,0,0.00,0.00,0.00
2부제 차량 요일제 주차스티커 차량등록 출입관리 스티커,13347528620,90892038952,hana1644,1872088,0,전환,0,전환당,0,7,0,0,0,0.00,0.00,0.00
2부제 차량 요일제 오뚜기 표지판 운행제한 교통관리 안내,13347505507,90892015839,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
2부제 A형입간판 블랙 소형 대형 요일제 운행제한 공공기관 주차,13341823054,90886333386,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
2부제 A형입간판 노랑 소형 대형 요일제 운행제한 공공기관 주차,13341722531,90886232863,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
스티커 승용차 경차 공용 주차공간 차량 요일제 시행 안내 스티커 공동 사용구역 알림 표시 타인 배려이용 표지 리무벌 주차스티커 요일제 제외,13314149556,90858659888,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
5부제 주차스티커 요일제 30장 법인차량 회사 주차관리 표시 은행 차량 주차,13312652160,90857162492,hana1644,1872088,0,전환,0,전환당,0,6,0,0,0,0.00,0.00,0.00
당일발송 5부제 A형입간판 블랙 대형 차량 요일제 안내 주차 공공기관 공기업,13309059550,90853569882,hana1644,1872088,0,전환,0,전환당,0,59,0,0,0,0.00,0.00,0.00
당일발송 5부제 A형입간판 노랑 대형 요일제 지정차량 자동차 관공서 주차제한,13309047346,90853557678,hana1644,1872088,0,전환,0,전환당,0,10,0,0,0,0.00,0.00,0.00
약국 유리문 글자 시트컷팅 안내 스티커 제작 개업 안내 시트지,13269070258,90813580591,hana1644,1872088,0,전환,0,전환당,745,257,2900,1,745,0.39,0.00,0.00
골프 우승 포맥스 피켓 시상식 대회 기념 제작,13197786274,90742297371,hana1644,1872088,0,전환,0,전환당,0,9,0,0,0,0.00,0.00,0.00
골프대회 현수막 스포츠 행사 기념 배너 제작,13193091204,90737602301,hana1644,1872088,0,전환,0,전환당,0,9,0,0,0,0.00,0.00,0.00
눈 쌓여있는 차량 현수막 주차금지 아파트 주차 안내,13175299312,90719810409,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
방문차량 사전예약 현수막 주차 안내 배너 방문객 출입차량,13170544292,90715055389,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
산업 안전 게시판 안내판 A4 강화유리 플라스틱 슬림업게시판 10구,13166538970,90711050067,hana1644,1872088,0,전환,0,전환당,55,29,1897,1,55,3.45,0.00,0.00
사무실 게시판 공지사항 아크릴 강화유리 회사 A4 슬림업게시판 8구,13166537858,90711048955,hana1644,1872088,0,전환,0,전환당,4448,117,38017,3,1483,2.56,0.00,0.00
현장 관리 게시판 작업 지시문 전달용 A4 안내 공지사항 슬림업게시판 6구,13166536816,90711047913,hana1644,1872088,0,전환,0,전환당,0,36,0,0,0,0.00,0.00,0.00
빌라 게시판 공지사항 안내판 A4 강화유리 투명 슬림업게시판 4구,13166535798,90711046895,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
관리 게시판 공지사항 안내판 A4 투명 강화 포켓 슬림업게시판 3구,13166534580,90711045678,hana1644,1872088,0,전환,0,전환당,0,31,0,0,0,0.00,0.00,0.00
운영 공지 게시판 안내문 안내판 A4 어린이집 플라스틱 슬림업게시판 2구,13166247140,90710758237,hana1644,1872088,0,전환,0,전환당,0,9,0,0,0,0.00,0.00,0.00
병원 게시판 진료 고지문 안내용 A4 아크릴 포켓 프레임 슬림업게시판 1구,13166202745,90710713842,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
아파트 게시판 입주민 공지문 부착용 A4 아크릴 포켓 슬림디자인 10구,13165515763,90710026860,hana1644,1872088,0,전환,0,전환당,0,66,0,0,0,0.00,0.00,0.00
엘리베이터 게시판 공지사항 스탠드형 회사 게시판 A4 슬림디자인 8구,13165500979,90710012076,hana1644,1872088,0,전환,0,전환당,0,28,0,0,0,0.00,0.00,0.00
회사 게시판 공지사항 안내판 플라스틱 프레임 강화유리 슬림디자인 6구,13165483715,90709994812,hana1644,1872088,0,전환,0,전환당,1101,17,64752,1,1101,5.88,0.00,0.00
사무실 게시판 공지사항 안내판 A4 아크릴 수납 포켓 슬림디자인 4구,13165428500,90709939597,hana1644,1872088,0,전환,0,전환당,0,51,0,0,0,0.00,0.00,0.00
학교 게시판 아크릴 게시판 A4 투명 포켓 벽걸이형 슬림디자인 3구,13165403741,90709914838,hana1644,1872088,0,전환,0,전환당,0,37,0,0,0,0.00,0.00,0.00
관리사무소 게시판 행정 전달문 고지용 A4 아크릴 포켓 슬림디자인 2구,13165383307,90709894404,hana1644,1872088,0,전환,0,전환당,0,17,0,0,0,0.00,0.00,0.00
학원 게시판 안내문 안내판 공지사항꽂이 프레임 A4 슬림디자인 1구,13165196322,90709707419,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
부착형 유리 투명 알림판 A4 사무실 안내판 포켓,13155961923,90700473020,hana1644,1872088,0,전환,0,전환당,0,8,0,0,0,0.00,0.00,0.00
사무실 게시판 공지사항 스탠드형 회사 A4 슬림업게시판 8구,13155750450,90700261547,hana1644,1872088,0,전환,0,전환당,1881,16,117563,1,1881,6.25,0.00,0.00
바닥 도장 글자판 스텐실 주차장 마킹판 주차구역 표시 도안 마크,13141962996,90686474088,hana1644,1872088,2,전환,138,전환당,276,96,2872,2,138,2.08,100.00,37000.10
★세일특가★ 입학식 축하 현수막 배너 제작 학교 행사,13141029363,90685540455,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
경로당 스텐 현판 스테인리스 간판 제작 사무실현판 금속 미니간판 명패,13137180887,90681691979,hana1644,1872088,0,전환,0,전환당,55,304,181,1,55,0.33,0.00,0.00
부착형 아크릴포켓 투명 알림판 A4,13005052230,90549563322,hana1644,1872088,0,전환,0,전환당,0,28,0,0,0,0.00,0.00,0.00
자전거 스티커 반사지 타입 빛반사 야간 안전 시인성 강화 보호 1000매,12990591783,90535102875,hana1644,1872088,0,전환,0,전환당,1483,177,8380,1,1483,0.56,0.00,0.00
자전거 스티커 반사지 타입 빛반사 야간 안전 시인성 강화 보호 500매,12990575755,90535086847,hana1644,1872088,0,전환,0,전환당,0,80,0,0,0,0.00,0.00,0.00
자전거 스티커 반사지 타입 빛반사 야간 안전 시인성 강화 보호 300매,12990479833,90534990925,hana1644,1872088,0,전환,0,전환당,0,201,0,0,0,0.00,0.00,0.00
자전거 스티커 반사지 타입 빛반사 야간 안전 시인성 강화 보호 100매,12990391718,90534902810,hana1644,1872088,0,전환,0,전환당,0,80,0,0,0,0.00,0.00,0.00
약국 지퍼봉투 처방약 포장용 인쇄 가능 약봉투 병원 약국 전용 비닐봉투,12843415076,90387926068,hana1644,1872088,0,전환,0,전환당,0,15,0,0,0,0.00,0.00,0.00
A형 입간판 블랙 약국 전용 PE 접이식 양면인쇄 입구 배너 매장안내 스탠드 약국사인 안내판,12838896008,90383407000,hana1644,1872088,0,전환,0,전환당,1325,478,2772,2,662,0.42,0.00,0.00
A형 입간판 노랑 약국 전용 매장안내 스탠드 약국사인 홍보용 안내판 PE 접이식 양면인쇄 입구 배너,12837367458,90381878450,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
외부인 절대 사용금지 안내판 출입제한 안내 경고문 부착용 표지판 안내판 아파트 포맥스,12746892758,90291403699,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
엘리베이터 손끼임 주의 투명스티커 경고 문틈 안전 문닫힘주의 PVC 위험 안내용 안내판 자동문 부착형 경고라벨,12746631901,90291142842,hana1644,1872088,0,전환,0,전환당,66,2,33000,1,66,50.00,0.00,0.00
대형 블랙 A형 입간판 안전작업현황판,12575727115,90120237968,hana1644,1872088,0,전환,0,전환당,0,12,0,0,0,0.00,0.00,0.00
대형 노랑 A형 입간판 안전작업현황판,12575620138,90120130991,hana1644,1872088,0,전환,0,전환당,0,10,0,0,0,0.00,0.00,0.00
안내판 학교시설 개방 이용 공공시설 개방 출입 안내 부착형 표지판 학교 운동장 체육관 이용안내,12569189637,90113700490,hana1644,1872088,0,전환,0,전환당,0,53,0,0,0,0.00,0.00,0.00
스티커 산업현장 공사장 작업장 기계 안전수칙 개인보호구 착용 바닥스티커 작업장 안전 필수 아이템 미끄럼방지시트,12477711114,90022221939,hana1644,1872088,1,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
안내판 분리수거 종이 박스 택배 상자 분리 배출 방법 아파트 재활용 분리수거장 표지판,12247529379,89792040095,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
현수막 집회 시위 데모 분쟁 공사 건설 소음 분진 피해 대책 촉구 경고문 기본 열재단,12242512262,89787022978,hana1644,1872088,0,전환,0,전환당,0,7,0,0,0,0.00,0.00,0.00
현수막 경로당 개소식 개관식 오픈 기념 축하 행사 플랜카드 장소 일시 알림 기본 열재단,12242253401,89786764117,hana1644,1872088,0,전환,0,전환당,0,13,0,0,0,0.00,0.00,0.00
현수막 아파트 도서관 개소식 행사 오픈 기념행사 장소 개관일시 안내 플랜카드 기본 열재단,12210011321,89754522026,hana1644,1872088,0,전환,0,전환당,0,9,0,0,0,0.00,0.00,0.00
안내판 전기차 일반차 주차장 주차구역 겸용주차 공용주차 혼용주차 가능구역 안내 표지판,12209497095,89754007800,hana1644,1872088,0,전환,0,전환당,0,7,0,0,0,0.00,0.00,0.00
현수막 주차장 전기차 일반차 겸용 주차구역 혼용 공용 병행 주차 플랜카드 기본 열재단,12209127672,89753638377,hana1644,1872088,0,전환,0,전환당,528,1,528000,1,528,100.00,0.00,0.00
현수막 아파트 공놀이 구기활동 금지 놀이터 경고문 주민 안전 시설 파손 예방 플랜카드 기본 열재단,12200230251,89744740956,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
POP 배너 잘떼지는 소비쿠폰 사용불가 안내 가게 매장 25x25cm 표지판 15x15cm,12181790423,89726301128,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
잘떼지는 민생회복 소비쿠폰 사용처 스티커 안내문 150x150mm POP 배너 01,12143086733,89687597438,hana1644,1872088,0,전환,0,전환당,0,32,0,0,0,0.00,0.00,0.00
배너 폭염작업 실외 실내 체감온도 작업장 안전관리 물통배너 공사장 공장 산업안전 행동수칙 배너단품,12042133657,89586644349,hana1644,1872088,0,전환,0,전환당,0,6,0,0,0,0.00,0.00,0.00
안내판 폭염작업 안전 관리 체감온도 표시 열사병 작업장 응급상황 대처 방법 표지판 포맥스3T 화이트보드,12038331812,89582842504,hana1644,1872088,0,전환,0,전환당,0,6,0,0,0,0.00,0.00,0.00
현수막 폭염 예방 안전관리 작업장 공사장 열사병 탈진 방지 응급상황 대처 작업 중지 안내문,12037984289,89582494981,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
전기차 차량 충전중 알림 강제 분리 파손 방지 자석 탈부착 스티커 반사지 자석시트 정사각형,11891413208,89435923817,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
소형 블랙 A형입간판 주의 표지 지게차 전기 충전중 간판 화재 감전 사고 안전수칙 접이식 산업안전,11733945744,89278456243,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
소형 노랑 A형 입간판 전동 지게차 전기 충전중 산업안전 안전수칙 공장 물류창고 무지,11729599887,89274110386,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
건물 주요시설 수도계량기 누전차단기 소화기 대피공간 위치 방향 유도 안내판 화이트시트,11725450424,89269960923,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
대형 폐기물 배출 처리 안내 현수막 지정 장소 날짜 스티커 부착 과태료부과 cctv촬영중 기본 열타입,11720395038,89264905505,hana1644,1872088,0,전환,0,전환당,0,7,0,0,0,0.00,0.00,0.00
대형 폐기물 쓰레기 배출 안내판 스티커 CCTV 촬영중 불법 무단 투기 금지 화이트시트,11720261136,89264771643,hana1644,1872088,0,전환,0,전환당,0,9,0,0,0,0.00,0.00,0.00
학교 등하교 등하원 교문 출입문 자녀 기다려주세요 대기선 진입 금지 바닥 스티커,11549206680,89093717087,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
기념식수 식목일 나무 이름표 명패 수목 고급 부착형 표찰 팻말 수목장 이름 표시 장식 형태 C타입,11502999749,89047510114,hana1644,1872088,0,전환,0,전환당,0,22,0,0,0,0.00,0.00,0.00
식목일 수목 표찰 고급 나무 기념식수 이름표 사각 포맥스 명패 간판 팻말 부착형 표지판 A타입,11502917388,89047427753,hana1644,1872088,0,전환,0,전환당,0,403,0,0,0,0.00,0.00,0.00
소형 A형 입간판 주의 표지 주차장 외부 차량 주차 불가 금지 제한 A형 입간판 파손 도난 주의 소형 블랙 무지,11437730156,88982240521,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
소형 A형 입간판 외부 차량 주차장 주차 금지 A형 파손 도난 경고 출입구 입간판 소형 노랑 무지,11437570570,88982080935,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
소형 A형 입간판 주차 주차장 가는길 지상 지하 방향 표시 화살표 A형 입간판 소형 블랙 무지,11433236770,88977747135,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
소형 A형 입간판 건물 지상 지하 전용 주차장 방향 유도 화살표 A형 입간판 표지판 소형 노랑 무지,11432837834,88977348199,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
표지판 지상 지하 주차장 진입로 위치 방향 안내판 고객 전용 부착식 포맥스 표지판,11432406559,88976916924,hana1644,1872088,0,전환,0,전환당,0,9,0,0,0,0.00,0.00,0.00
소형 A형 입간판 도로 A형 주정차 단속 위반 차량 과태료 벌금 부과 지역 경고문 입간판 소형 블랙 무지,11428730217,88973240582,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
소형 A형 입간판 주정차 단속 구역 불법 주차 위반 금지 벌금 과태료 부과 A형 경고문 입간판 소형 노랑 무지,11428248484,88972758848,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
차량 주정차 감시 경고 위반 주차금지 벌금 과태료 부과 안내판,11415118702,88959629067,hana1644,1872088,0,전환,0,전환당,0,6,0,0,0,0.00,0.00,0.00
포맥스3T 300X210mm 학교 전교회장 학생 선거 운동 피켓 응원 시위 집회 이름 목걸이형+시위용,11337484659,88881994990,hana1644,1872088,0,전환,0,전환당,0,14,0,0,0,0.00,0.00,0.00
표지판 동물 의약품 반려견 강아지 약국 허가 판매 취급 출입문 표지판,11305152972,88849663303,hana1644,1872088,0,전환,0,전환당,0,5,0,0,0,0.00,0.00,0.00
소형 A형 입간판 산소 분묘 A형 묘지 이장 입간판 사유지 건물 미허가 철거요청 출입 금지 소형 블랙 무지,11263492003,88808002334,hana1644,1872088,0,전환,0,전환당,0,8,0,0,0,0.00,0.00,0.00
소형 A형 입간판 A형 간판 반려동물 반려견 출입 입장 금지 식당 노펫존 진입 접근 불가 소형 블랙 무지,11259839187,88804349518,hana1644,1872088,0,전환,0,전환당,0,8,0,0,0,0.00,0.00,0.00
소형 A형 입간판 지상 출입 통행 금지 오토바이 자전거 바이크 단지내 안전 사고 예방 A형 간판 소형 블랙 무지,11256290208,88800800539,hana1644,1872088,0,전환,0,전환당,0,9,0,0,0,0.00,0.00,0.00
소형 A형 입간판 우측 보행 통행 접이식 A형 입간판 도로 오른쪽 방향 표지판 계단 복도 소형 블랙 무지,11256055304,88800565635,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
소형 A형 입간판 주의 표지 출입문 주의 문살짝 A형 PE 입간판 독서실 접이식 표지판 문닫힘 경고 소형 블랙 무지,11255377893,88799888224,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
소형 A형 입간판 주의 표지 독서실 출입문 소음 주의 입간판 학교 도서관 문살짝 에티켓 A형 표지판 손끼임 소형 노랑 무지,11255313930,88799824261,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
소형 A형 입간판 전기차 A형 충전기 충전시설 10m 노스모킹 금연구역 화재예방 불조심 입간판 소형 블랙 무지,11217274357,88761784688,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
스티커 학교 양심 우산 대여용 스티커 인쇄 도서관 독서실 우산꽂이 안내 A타입 세트구성,10834141020,88378647033,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
테이블 넘버 번호판 상호명 인쇄 좌석번호 캐비넷 숫자판 음식점용 식당 락커 번호 독서실 원형 메탈,10812082892,88356588882,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
주차차단기 외부차량 입주민전용 양면 걸이용 안내판 서행 진입금지 초고휘도 반사시트,10811982283,88356488273,hana1644,1872088,0,전환,0,전환당,0,96,0,0,0,0.00,0.00,0.00
주택 빌라 쓰레기 무단투기 금지 현수막 경고문 가게앞 골목길 안내문 기본 열재단,10811970635,88356476625,hana1644,1872088,0,전환,0,전환당,0,6,0,0,0,0.00,0.00,0.00
스티커 매장 안내 영수증 리뷰 이벤트 스티커 카페 식당 테이블 후기 안내판 매장 QR 코드 스티커 세로형,10807607110,88352113100,hana1644,1872088,0,전환,0,전환당,0,21,0,0,0,0.00,0.00,0.00
소형 A형 입간판 주의 표지 옥상 추락주의 A형 입간판 계단 난간 낙상위험 접근금지 표지판 절벽 경고문 소형 블랙 무지,10765198763,88309704753,hana1644,1872088,0,전환,0,전환당,462,4,115500,1,462,25.00,0.00,0.00
소형 A형 입간판 출입금지 안내 공원용 화단 잔디 보호 표지판 A형 입간판 공원 경고문 수목원 텃밭 출입금지 소형 블랙 무지,10765196069,88309702059,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
잔디밭 출입금지 A형 입간판 공원 화단보호 접이식 표지판 수목원 텃밭 경고문 소형 노랑 무지,10765185201,88309691191,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
포트홀 주의 지반 확인 표지판 발조심 A형 입간판 씽크홀 사고예방 붕괴 소형 노랑 무지,10765180411,88309686401,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
전면주차 A형 간판 주차장 차량유도 안내 접이식 PE 입간판 아파트 표지판 소형 노랑 무지,10765177245,88309683235,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
스티커 주의 표지 도어 출입문 미시오 스티커 옆으로 문을 밀어주세요 표지 카페 식당 미세요 반대편 사람 부딪힘주의,10731344109,88275850031,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
피난안내도 아크릴 포켓형 화재 비상 대피로 비상구 위치 표시 탈출구 표지,10713937409,88258443331,hana1644,1872088,0,전환,0,전환당,0,5,0,0,0,0.00,0.00,0.00
표지판 아파트 물놀이장 안전수칙 표지판 물놀이터 운영시간 외부인 이용금지 매립식 팻말 반려동물 출입 제한,10683063560,88227569482,hana1644,1872088,0,전환,0,전환당,0,9,0,0,0,0.00,0.00,0.00
수경시설 분수대 출입금지 안전수칙 매립 표지판 감전 사고 예방 물놀이 경고 안내판 형태타입 안내판 파이프없음,10679174155,88223680077,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
출입금지 안내 물건 투척금지 알림판 석가산 출입금지 팻말 조경시설 추락위험 매립식 안내판 물놀이 경고 안내문,10672401242,88216907156,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
표지판 출입금지 안내 분수대 출입금지 매립 표지판 단지내 수경시설 감전주의 사고예방 팻말 물놀이금지 경고 안내문,10668094448,88212600362,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
표지판 출입금지 안내 안전수칙 표지판 분수대 출입금지 안내판 미끄럼주의 넘어짐조심 알림판 사고예방,10348687126,87893191582,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
스티커 버스 지하철 안전 스티커 손잡이 표시 에스컬레이터 사고방지 알림 표지 가로형,10333399664,87877903875,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
스티커 소방시설 관리 안내 정밀점검 기록스티커 안전예방 비상방지 표시 원형 아트지,10326018870,87870523072,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
주의 표지 어린이집 유치원 환경구성 안내판 대기질 표지 알림판 미세먼지 주의 표시,10326005182,87870509384,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
대형 A형 입간판 미세먼지 A형 입간판 블랙 비상저감조치 표시 승용차 차량 2부제 접이식 표지판 화이트시트 양면타입 대형,10254366187,87798869889,hana1644,1872088,0,전환,0,전환당,0,19,0,0,0,0.00,0.00,0.00
대형 A형 입간판 미세먼지 비상저감조치 A형 입간판 자동차 차량 2부제 운행 짝수 홀수 접이식 표지판 화이트시트 양면타입 대형,10254093279,87798596981,hana1644,1872088,0,전환,0,전환당,0,15,0,0,0,0.00,0.00,0.00
