상품명,쇼핑몰 상품 ID,네이버쇼핑 상품 ID,광고 계정 이름,광고 계정 ID,결과,결과 유형,결과당 비용,결과당 비용 유형,총비용,노출수,평균 CPM,클릭수,평균 CPC,클릭률(%),총 전환율(%),총 광고수익률(%)
스티커 엘리베이터 스티커 승강기 이용 안내 바닥 안내 표지 투명시트,10103724785,87648227555,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
스티커 어르신 운전중 안내 고령 차량 노인 자동차 배려 반사지 스티커 삼각형 타입,10093491790,87637994467,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
슬림업 게시판 10구 공지사항 알림판 엘리베이터 학원 게시판 학급 어린이집 유치원 A4 포켓형 광고면 없음,10075184094,87619686747,hana1644,1872088,0,전환,0,전환당,0,331,0,0,0,0.00,0.00,0.00
슬림업 8구 공지사항 사무실 게시판 메모보드 알림판 유치원 어린이집 학급 A4 포켓형 광고면 없음,10075140816,87619643475,hana1644,1872088,0,전환,0,전환당,1577,292,5399,1,1577,0.34,0.00,0.00
[당일배송] 슬림업 6구 승강기 엘리베이터 게시판 A4 꽂이 공지사항 병원 안내문 L04 포켓형,10075114683,87619617339,hana1644,1872088,0,전환,0,전환당,0,46,0,0,0,0.00,0.00,0.00
슬림업 사무실 게시판 4구 교회 학원 공지사항 A4 안내문 메모보드 포켓형 광고면 없음,10075086655,87619589308,hana1644,1872088,0,전환,0,전환당,0,73,0,0,0,0.00,0.00,0.00
[당일배송] 슬림업 게시판 3구 공지사항 안내문 A4 꽂이 사무실 학급 L04 포켓형,10075065339,87619567992,hana1644,1872088,0,전환,0,전환당,0,195,0,0,0,0.00,0.00,0.00
슬림업 게시판 2구 엘리베이터 A4 공지사항 어린이집 유치원 메모보드 포켓형 광고면 없음,10075030378,87619533031,hana1644,1872088,0,전환,0,전환당,3767,294,12814,1,3767,0.34,0.00,0.00
슬림업 아파트 엘리베이터 A4 꽂이 강화유리 게시판 1구 덮개형 집게형 포켓형 광고면 없음,10073448597,87617951230,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
출입금지 안내 비상구 방화문 출입금지 표시판 안전 표시 화재 재난주의 안내판 포맥스 축광 L01,10011744926,87556247300,hana1644,1872088,0,전환,0,전환당,0,8,0,0,0,0.00,0.00,0.00
음식점 식당 매장 카드결제 현금 제한 A형 입간판 편의점 소형 노랑 무지,9898139105,87442641378,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
스티커 매장 안내 편의점 마트 신용카드 매장 스티커 백화점 음식점 현금 결제 불가 협조이용 안내표지 화이트시트,9889993857,87434496130,hana1644,1872088,0,전환,0,전환당,0,5,0,0,0,0.00,0.00,0.00
표지판 단지 입주 현황표 알림판 관리기구 조직도 소방 표지판 연중 월간계획표 안내 골드,9888123316,87432625589,hana1644,1872088,0,전환,0,전환당,0,20,0,0,0,0.00,0.00,0.00
소형 A형 입간판 매장 안내 상가 음식점 식당 신용카드 결제 A형 매장 입간판 소형 블랙 무지,9883090360,87427592633,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
스티커 현관문 개폐 스티커 공동현관 인터폰 호출벨 아파트 빌라 경비실 안내판 화이트시트,9874272461,87418774746,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
소형 A형 입간판 유리 두드리지 마세요 펫샵 진열대 A형 입간판 표지 안내판 소형 노랑 무지,9843339533,87387841806,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
스티커 불법주차 차량 경고장 스티커 위반사항 표시 아파트 관리사무소 강력접착 500장,9782804572,87327306845,hana1644,1872088,0,전환,0,전환당,0,9,0,0,0,0.00,0.00,0.00
화재 진압 방지 표시판 소화전 위치유도 돌출 축광 팻말 안내판 소방 안전예방 화살표 표지 소화전위치 1번,9782619973,87327122246,hana1644,1872088,0,전환,0,전환당,0,6,0,0,0,0.00,0.00,0.00
외부 승용차 경차 차량 불법 주차금지 안내판 무단 단속 알림판 견인 조치 알림 표시판,9782568245,87327070518,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
210X300mm 안내판 비닐 플라스틱 페트병 재활용 유리 캔 분리수거 알림 표시판 아파트 단지 일반쓰레기 배출 표지,9782452668,87326954941,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
포맥스 3T 150mmX150mm 스티커 생활속 사용가능 지역화폐 사용처 가맹점 안내 표시판 재난지원금 선불카드 알림판 아동 돌봄쿠폰 스티커,9781862357,87326364630,hana1644,1872088,0,전환,0,전환당,0,29,0,0,0,0.00,0.00,0.00
유포지스티커 150mmX150mm 스티커 아이 돌봄쿠폰 사용가능처 알림 스티커 제로페이 이음카드 지역화폐 가맹점 안내 표시 재난지원금 표지,9781849177,87326351450,hana1644,1872088,0,전환,0,전환당,0,32,0,0,0,0.00,0.00,0.00
출입금지 안내 출입금지 잔디보호 알림판 나무 화단표지 말뚝안내판 아파트 관리사무소 매립식 표시판 사각 타입 안내판,9748722480,87293224753,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
표지판 잔디 화단보호 말뚝 안내판 승용차 차량 전면주차 알림 매립식 표지판 사각 타입 안내판,9748706447,87293208720,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
표지판 주의 표지 높은장소 낙상위험 말뚝안내판 추락주의 안전예방 사고주의 매립식 표지판 경고 알림판 사각 타입 안내판(파이프 미포함),9748669132,87293171405,hana1644,1872088,0,전환,0,전환당,0,135,0,0,0,0.00,0.00,0.00
표지판 주의 표지 주정차 금지 위험방지 매립식 표지판 경차 승용차 안전통행 주의 말뚝안내판 관리사무소 표시판 사각 타입 안내판(파이프 미포함),9742215034,87286717307,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
주의 표지 아파트 관리사무소 앉지마세요 매립식 팻말 난간 옥상 착석금지 주의경고 말뚝안내판 안전예방 형태타입 안내판(파이프없음),9737185032,87281687305,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
외부 음료 간식 출입통제 알림판 영화관 행사장 음식물 반입금지 매립식 말뚝안내판 협조표지 형태타입 안내판(파이프없음),9735865297,87280367570,hana1644,1872088,0,전환,0,전환당,0,6,0,0,0,0.00,0.00,0.00
주의 표지 무단경작 토지 사용금지 알림판 개인사유지 안내판 팻말 외부인 출입제한 매립식 표시판 경고주의 형태타입 안내판(파이프없음),9719190525,87263692795,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
표지판 주의 표지 사고조심 낙상 추락위험 말뚝안내판 학교옥상 올라가지 마세요 매립식 표지판 팻말 안전주의 위험예방 형태타입 안내판(파이프없음),9718734088,87263236358,hana1644,1872088,0,전환,0,전환당,0,13,0,0,0,0.00,0.00,0.00
표지판 출입금지 안내 관상용 분수대 물놀이 제한 매립식 표지판 수경시설 출입금지 말뚝안내판 사고예방 위험방지 사각 타입 안내판(파이프 미포함),9718595897,87263098167,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
주의 표지 떨어짐주의 안전예방 낙상위험 착석금지 팻말 건물옥상 난간 추락 사고조심 앉지마세요 말뚝안내판 사각 타입 안내판(파이프 미포함),9718467132,87262969402,hana1644,1872088,0,전환,0,전환당,0,21,0,0,0,0.00,0.00,0.00
주의 표지 노상방뇨 절대금지 팻말 외부인 거주자 아파트 빌라 소변 하지마세요 말뚝안내판 경고주의 사각 타입 안내판(파이프 미포함),9718340988,87262843258,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
주의 표지 낙상위험 추락주의 매립식 표시판 미끄럼주의 파이프 안내판 사각 타입 말뚝안내판,9717727744,87262230014,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
150X150mm 투명스티커 펫샵 유리창 두드리지 마세요 알림 표시판 아쿠아리움 수조 터치금지 협조이용 스티커 안내판 공공시설 배려표지,9706125291,87250627561,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
500x100mm 스티커 주의 표지 구두 단화 신발 끼임 주의 알림 표시 에스컬레이터 이용 안전수칙 안내 스티커 무빙워크 사고방지 어린이 보호자 동반 화이트시트,9701569479,87246071749,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
270x120mm 스티커 주의 표지 전기차 질식소화포 돌출형 스티커 보관장소 안내 표시 차량 승용차 경차 안전사고 화재예방 주의알림,9701019466,87245521736,hana1644,1872088,0,전환,0,전환당,0,9,0,0,0,0.00,0.00,0.00
투명스티커 음식점 식당 카페 24시간 정상영업 알림 스티커 환영합니다 안내 스티커 사우나 편의점 Welcome 어서오세요 표지,9686187283,87230689553,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
소형 A형 입간판 주의 표지 충전방해 주의 위반사항 신고전화 확인 A형 입간판 전기차 시간초과 과태료 부과 알림판 훼손금지 소형 블랙 무지,9682211072,87226713342,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
소형 A형 입간판 음식점 식당 어서오세요 안내판 A형 입간판 헬스장 체육관 24시간 시설이용 가능 표지판 무인카페 영업 소형 블랙 무지,9681641350,87226143620,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
표지판 주의 표지 승용차 경차 지정구역 주차안내 표시판 외부차량 불법 접근주의 진입제한 알림판 시설내 배려 협조이용 표지판,9678471405,87222973675,hana1644,1872088,0,전환,0,전환당,0,6,0,0,0,0.00,0.00,0.00
700x500mm 주의 표지 전용 충전구역 과태료부과 알림판 외부 승용차 경차 방해금지 표시판 시설내 훼손주의 안내판 접근제한,9678217122,87222719391,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
소형 A형 입간판 헬스장 사우나 24시간 정상영업 안내판 A형 입간판 무인카페 음식점 편의점 어서오세요 표지판 소형 노랑 무지,9677383049,87221885319,hana1644,1872088,0,전환,0,전환당,0,6,0,0,0,0.00,0.00,0.00
150X200mm 주의 표지 적재 높이 준수 알림판 공장 작업장 안전점검 안내판 운반대차 인력 탑승금지 표시판 이동동선 주의 사물 사람 부딪힘조심,9676884678,87221386948,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
스티커 방화문 앞 물건 적치 적재금지 스티커 소방 안전사고 위험알림 표시 무단 투척하지 마세요 화재방지 인명피해 예방 미끄럼방지시트,9658187380,87202689650,hana1644,1872088,0,전환,0,전환당,0,5,0,0,0,0.00,0.00,0.00
소형 A형 입간판 주의 표지 에티켓이용 공공장소 앞사람 밀지마세요 A형 입간판 위험행동 방지 질서준수 안내판 사고예방 안전주의 소형 블랙 무지,9615573088,87160075358,hana1644,1872088,0,전환,0,전환당,0,5,0,0,0,0.00,0.00,0.00
소형 A형 입간판 주의 표지 공원용 앞사람 밀지마세요 안내판 넘어짐주의 안전사고 예방 A형 입간판 인접장소 공원 길거리 부딪힘조심 알림 소형 노랑 무지,9615489570,87159991840,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
소형 A형 입간판 요금 선불해주세요 알림 표시판 A형 입간판 카페 커피숍 선결제 안내판 음식점 식당 식대 지불환영 표지판 소형 블랙 무지,9596281591,87140783861,hana1644,1872088,0,전환,0,전환당,0,6,0,0,0,0.00,0.00,0.00
소형 A형 입간판 음식점 식당 식대 선불결제 알림판 요금 지불해주세요 안내판 A형 입간판 현금 카드 환영 카페 표시 소형 노랑 무지,9596230788,87140733058,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
365x260mm 아이 아동 응급상황 119 구급대 연락 알림판 안전사고 예방 어린이 성폭력 학대금지 112 신고 다보 안내판 보호 뿔다보,9590802592,87135304862,hana1644,1872088,0,전환,0,전환당,0,122,0,0,0,0.00,0.00,0.00
스티커 주의 표지 물건 물품 물류 자재 창고 공장 적치 적재 상한선 알람표지 소방 안전 위험예방 안내표시 알림표지 벽면 스티커 화재주의 인명 피해 방지 표지,9580245297,87124747567,hana1644,1872088,0,전환,0,전환당,0,8,0,0,0,0.00,0.00,0.00
현금 카드 환영 알림 표시판 음식점 식당 식대 먼저 지불 안내판 카페 커피숍 선불표지 협조해 주세요 01,9575547419,87120049689,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
스티커 화재경보기 안내판 허위 작동금지 알림 표시판 장난 사용금지 과태료 부과 형사처벌 표지 위급시 눌러주세요 스티커 화이트시트 01,9525914249,87070416519,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
스티커 소방안전관리자현황표 표지판 화이트보드 마카 현황판 안내판 소방법 소방시설 기록 화이트보드 스티커타입,9525909463,87070411733,hana1644,1872088,0,전환,0,전환당,0,75,0,0,0,0.00,0.00,0.00
리튬 배터리 화재 진압 예방 안내판 D급 금속 소화기 위치 표시 유도차량 전기자동차 화재 예방 표지판 전기차 소방 안전,9525860531,87070362801,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
300X400mm 표지판 화재 대피 요령 안내판 재난 안전수칙 훈련 표지판 엘리베이터 사용금지 피난 대비 행동 계단이용 장소 이동,9525854870,87070357140,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
400X600mm 표지판 재난 화재 대피 안전수칙 요령 안내판 계단 비상구 이용 피난 유도 표지판 엘리베이터 승강기 사용 금지,9525845262,87070347532,hana1644,1872088,0,전환,0,전환당,0,24,0,0,0,0.00,0.00,0.00
소형 A형 입간판 공동시설 소독 완료구역 알림판 빈대 안심존 표시판 A형 입간판 CLEAN 청결유지 위생관리 안내판 방역시행 해충퇴치 소형 블랙 무지,9511987628,87056489898,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
소형 A형 입간판 전화 알림 매장 안내 공공장소 사무실 매장 잠시 외출중 알림판 A형 입간판 CLOSED 부재시 연락해주세요 표시판 전화번호 기재 안내 소형 블랙 무지,9488983621,87033483944,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
소형 A형 입간판 전화 알림 매장 안내 가게 사무실 매장 잠시 CLOSED 외출중 알림 A형 입간판 근처에 있어요 연락처 기재 부재시 전화바람 표시판 소형 노랑 무지,9488764833,87033265156,hana1644,1872088,0,전환,0,전환당,366,1,365659,1,366,100.00,0.00,0.00
스티커 빈 그릇 이곳에 놓아주세요 알림 스티커 식사 후 식기 반납장소 안내 표시판 음식점 식당 퇴식구 위치 표지판 화이트시트 01,9459327301,87003827624,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
표지판 주의 표지 차단기 조심 알림판 보행자 부딪힘 위험방지 패트 표지판 주차장 진입제한 출차주의 안내판 사고예방 표시,9457768481,87002268804,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
350x80mm 회사 건물 방향 알림판 아파트 경비실 사무실 관리사무소 위치 유도 안내판 상가 방향 표시판,9397546723,86942047046,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
대형 주의 표지 청소중 공사중 오뚜기 대형사각 주황 미끄럼주의 도로용품 안전물품 상단 양면 무지 선택안함,9392586744,86937087067,hana1644,1872088,0,전환,0,전환당,0,11,0,0,0,0.00,0.00,0.00
대형 CCTV 녹화중 오뚜기 블랙 대형 외부 차량 주차금지 교통안전용품 상단 양면 무지 선택안함,9359192734,86903693057,hana1644,1872088,0,전환,0,전환당,0,124,0,0,0,0.00,0.00,0.00
표지판 음식점 금연구역 블랙 일반사각 오뚜기 입간판,9358946690,86903447013,hana1644,1872088,0,전환,0,전환당,0,275,0,0,0,0.00,0.00,0.00
대형 자동차 차량 요일제 5부제 대형 사각 주차금지 오뚜기 주차장 안내 표지 단면 뒷면 무지,9327026328,86871526651,hana1644,1872088,0,전환,0,전환당,0,30,0,0,0,0.00,0.00,0.00
학교 구청 공공기관 주차공간 안내 표시 플랜카드 지정경차 자동차 승용차 차량번호 요일제 시행 알림 현수막 공용시설 배려사용 01 기본 열재단,9322973847,86867474170,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
표지판 공공기관 학교 구청 주차공간 지정 승용차 경차 자동차 차량 요일제 운영 안내 표시판 공동시설 5부제 시행 알림 표지판 에티켓 이용 01,9322410506,86866910829,hana1644,1872088,0,전환,0,전환당,0,5,0,0,0,0.00,0.00,0.00
주의 표지 어린이 놀이시설 이용 안내판 아이 아동 안전사고 주의 알림판 미끄럼틀 시소 그네 넘어짐주의 관리사무소 연락 표시판,9121732900,86666233223,hana1644,1872088,0,전환,0,전환당,0,9,0,0,0,0.00,0.00,0.00
표지판 주의 표지 공용시설 에티켓 매너 준수 알림판 반려동물 수영장 이용수칙 안내 표지판 도그풀 안전예방 사고주의 표시 가로타입 L01,9062695223,86607195583,hana1644,1872088,0,전환,0,전환당,396,271,1462,1,396,0.37,0.00,0.00
병원 진료 엘리베이터 승강기 공지판 10구 자석 아파트 교회 게시판 교회 병원 학원 알림판 A4 메모 보드 식당 음식점 벽메뉴판 안내문,9056918503,86601418826,hana1644,1872088,0,전환,0,전환당,0,50,0,0,0,0.00,0.00,0.00
병원 진료 어린이집 환경판 8구 교회 병원 게시판 자석 메모 보드 아파트 건물 인포메이션 알림판 학교 학원 안내문 A4 인포메이션,9056795948,86601296271,hana1644,1872088,0,전환,0,전환당,0,102,0,0,0,0.00,0.00,0.00
교회 학급 알림판 6구 자석 다보 게시판 A4 공지 보드 아파트 엘리베이터 안내문 식당 메뉴판,9056480849,86600981172,hana1644,1872088,0,전환,0,전환당,0,145,0,0,0,0.00,0.00,0.00
영유아 동승자 임산부 우선 구역 알림 가족 배려 주차장 표지 현수막 교통약자 전용 케어존 표시 안내 01 기본 열재단,9025642332,86570142655,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
소형 A형 입간판 care zone 지정구역 알림 표시판 가족 배려이용 주차장 안내판 A형 입간판 교통약자 임산부 우선공간 표지판 에티켓 매너 소형 블랙 무지,9025194031,86569694354,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
표지판 임산부 노약자 영유아동 동승자 교통약자 배려이용 주차장 안내판 전용 지정구역 표시판 일반 경차 승용차금지 알림 표지판 세로타입,8991570454,86536070777,hana1644,1872088,0,전환,0,전환당,0,9,0,0,0,0.00,0.00,0.00
스티커 주의 표지 틈사이 발끼임 주의 안내 자동 회전문 알림 스티커 손대지 마세요 표시 인원제한 충돌위험 예방표지 주의사항 지침 화이트시트 타입 W01,8991307548,86535807871,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
소형 A형 입간판 차량 출입 통제 안내판 A형 입간판 하천범람 위험구역 알림판 폭우 강우시 도로 침수 안전사고 예방 표시판 급류 진입금지 소형 블랙 무지,8974428977,86518929300,hana1644,1872088,0,전환,0,전환당,0,29,0,0,0,0.00,0.00,0.00
소형 A형 입간판 주의 표지 폭우 강우시 지하차도 진입금지 안내판 A형 입간판 일반차량 통행주의 알림판 하천범람 급류 조심 표시판 안전사고 예방 소형 블랙 무지,8974287985,86518788308,hana1644,1872088,0,전환,0,전환당,0,32,0,0,0,0.00,0.00,0.00
소형 A형 입간판 주의 표지 분실 위험주의 우산꽂이 보관통 거치대 이용 안내판 A형 입간판 도난위험 방지예방 타인피해금지 배려 협조 표시판 소형 노랑 무지,8972760625,86517260948,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
소형 A형 입간판 주의 표지 지하차도 진입금지 표시판 A형 입간판 차량 통행주의 알림 표지판 인명 피해예방 폭우 강우시 하천범람 급류 사고조심 소형 노랑 무지,8967485231,86511985554,hana1644,1872088,0,전환,0,전환당,0,35,0,0,0,0.00,0.00,0.00
주의 표지 공용장소 시설 이용 안내판 핸드폰 스마트폰 공공 충전 서비스 알림 표시판 휴대폰 분실 도난주의 타인배려 피해금지 표지 01,8967204110,86511704433,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
130x130mm 스티커 주의 표지 우산꽂이 보관통에 넣어주세요 안내판 공용장소 이용시 배려 협조 표시판 분실 도난주의 알림 스티커 타인 피해금지 투명스티커,8952154250,86496654574,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
병원 진료 보호자 없는 미동반 안내판 병원 요양원 시설 지정 간병실 운영 알림 표시판 공동 간호인 표지 타인 피해금지 01,8951702474,86496202795,hana1644,1872088,0,전환,0,전환당,0,5,0,0,0,0.00,0.00,0.00
화재예방 산림 인접지역 산불방지 위반사항 처벌규정 안내판 발화 인화물질 지참금지 미허가 출입제한 알림,8946135999,86490636322,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
스티커 주의 표지 현관문 창문 꼭 닫아주세요 문구 표시판 스티커 눈 빗물 유입 넘어짐 낙상사고 위험 안내판 안전 예방주의 알림 블랙 타입,8934620846,86479121169,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
소형 A형 입간판 예약안내 매장 안내 매장 가게내 우선 예약제 실시 안내판 A형 입간판 성형외과 치과 방문시 전화 알림 표시판 빠른 진료 검사 가능 표지 소형 블랙 무지,8816686632,86361186955,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
소형 A형 입간판 주의 표지 아파트 거주자 이웃 주민 피해주의 안내판 A형 입간판 비둘기 먹이주지 마세요 알림 표시판 모이 제공금지 표지 번식방지 소형 블랙 무지,8816028407,86360528730,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
소형 A형 입간판 승용차 경차 차량 무료이용 주차권 발급 등록 확인 안내판 A형 입간판 parking 추가요금 운영시간 알림 표지판 직원문의 소형 블랙 무지,8815949938,86360450261,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
소형 A형 입간판 주의 표지 독서실 도서관내 외부 음식물 반입금지 안내판 A형 입간판 공공장소 실내 간식 음료 섭취주의 알림 표시판 타인 배려표지 소형 블랙 무지,8815615124,86360115447,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
소형 A형 입간판 주의 표지 충돌 넘어짐 안전사고 위험주의 안내판 A형 입간판 영화관 극장 퇴장 후 재입장 금지 알림 표시판 전용입구 이용 소형 블랙 무지,8815470320,86359970643,hana1644,1872088,0,전환,0,전환당,0,8,0,0,0,0.00,0.00,0.00
소형 A형 입간판 주의 표지 비둘기 번식주의 안내판 길거리내 먹이주지 마세요 표시판 A형 입간판 새모이 제공금지 이웃 주민 거주자 피해 안전사고예방 표지판 소형 노랑 무지,8810476759,86354977082,hana1644,1872088,0,전환,0,전환당,0,6,0,0,0,0.00,0.00,0.00
소형 A형 입간판 주차권 등록 확인 안내판 A형 입간판 차량 승용차 경차 parking 무료요금 표시판 카운터 직원 발급문의 표지판 운영시간 장소 소형 노랑 무지,8810344574,86354844897,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
소형 A형 입간판 퇴장시 재입장 불가 안내판 A형 입간판 관람 방해 금지 알림 표시판 안전사고 예방 표지 영화관 극장 전용입구 이용 소형 노랑 무지,8809531867,86354032190,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
주의 표지 빌라 주택 비둘기 먹이 제공금지 현수막 이웃 주민 피해주의 알림 주거환경 오염 안내 플랜카드 분변 털 날림 표지 01 기본 열재단,8795175238,86339675561,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
